Klasse,minimumSteigungWert1,maximumSteigungWert1,minimumSenkungWert1,maximumSenkungWert1,steigungA1,steigungB1,steigungC1,senkungA1,senkungB1,senkungC1,mittelA1,mittelB1,mittelC1,gesamtA1,gesamtB1,gesamtC1,fftAnfangMedian1,fftAnfangMittel1,fftAnfangPSD1,fftMitteMedian1,fftMitteMittel1,fftMittePSD1,fftEndeMedian1,fftEndeMittel1,fftEndePSD1,fftGesamtMedian1,fftGesamtMittel1,fftGesamtPSD1,mittelwert1,signalstärke1,varianz1,standardabweichung1,energie1,kurtosis1,schiefe1,zeroCrossings1,laenge1,maximalwert1,minimalwert1,minimumSteigungWert2,maximumSteigungWert2,minimumSenkungWert2,maximumSenkungWert2,steigungA2,steigungB2,steigungC2,senkungA2,senkungB2,senkungC2,mittelA2,mittelB2,mittelC2,gesamtA2,gesamtB2,gesamtC2,fftAnfangMedian2,fftAnfangMittel2,fftAnfangPSD2,fftMitteMedian2,fftMitteMittel2,fftMittePSD2,fftEndeMedian2,fftEndeMittel2,fftEndePSD2,fftGesamtMedian2,fftGesamtMittel2,fftGesamtPSD2,mittelwert2,signalstärke2,varianz2,standardabweichung2,energie2,kurtosis2,schiefe2,zeroCrossings2,laenge2,maximalwert2,minimalwert2
Finger1,308.68917897920835,576.0279796088035,174.3918324025604,602.101131469499,165.50921480992565,126.19537495427039,-9.593673015695288,165.50921480992565,126.19537495427039,-9.593673015695288,165.50921480992565,126.19537495427039,-9.593673015695288,165.50921480992565,126.19537495427039,-9.593673015695288,1.0,1.1211387546031646,1716710.0227122717,0.0,0.0,3600276.8838529936,1.0,0.8316509535450892,9.617402905975433E7,0.0,0.0,0.0,685.7639792857143,5943.689929978253,327654.4548185802,572.4110890073498,2836747.886210772,-1.3972052752353314,-0.3292904224305489,1.0,14.0,1383.2245,-321.7621,467.2336783455614,882.6174260796793,131.62397236900975,1025.1324981191553,1033.8793681276543,-30.202667236328125,-30.202674865722656,363.95964271022603,-3.24419752495092,0.029138976544706874,886.8826999409021,-110.33137593883657,5.192301849353157,363.95964271022603,-3.24419752495092,0.029138976544706874,23.0,34.61002422280058,1.3384927821031254E10,0.0,0.0,0.0,1.0,0.8414891922388197,2.4585306524151027E8,0.0,0.0,0.0,-71.42909077197804,70879.19554624593,853747.3376835693,923.9844899583376,3.961420301913898E7,-0.015010564047653663,0.11514829148717382,13.0,182.0,2308.3281,-2244.2778
Finger1,177.3081984592181,663.1514844404495,118.52837922006424,731.2362440518256,249.18005157159882,-1.9702853219887615,0.010487799824180355,249.18005157159882,-1.9702853219887615,0.010487799824180355,249.18005157159882,-1.9702853219887615,0.010487799824180355,249.18005157159882,-1.9702853219887615,0.010487799824180355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.156543950456594,44006.02231431666,231657.69383256978,481.3083147345055,1.2855384057911694E7,0.5657787450377425,0.8835127237115655,21.0,219.0,1692.2974,-728.2196,296.78565557935553,607.8105820356709,231.68932295737426,674.2688778719873,550.1056859745268,-4.50486088193415,0.03151952397688884,0.0,0.0,0.0,550.1056859745268,-4.50486088193415,0.03151952397688884,550.1056859745268,-4.50486088193415,0.03151952397688884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.05943365789474,41012.12083232373,880753.6499029407,938.4847627441485,2.147086660661001E7,-1.084175067684391,-0.21569229643790186,5.0,95.0,1562.2833,-1770.7489
Finger1,197.3884186156595,472.0793597447314,142.26943323901415,506.81547967700413,511.7799156257723,0.0,0.0,511.7799156257723,0.0,0.0,511.7799156257723,0.0,0.0,511.7799156257723,0.0,0.0,0.0,0.7532153074065642,172571.96766420332,0.0,NaN,0.0,1.0,0.8286722112415664,5.293091207204749E7,0.0,0.0,0.0,498.0598407499999,3917.746513579433,247679.1329088497,497.6737213364291,1493768.7652896661,-1.6306672852121105,0.2106023526950309,1.0,12.0,1243.1396,-202.32239,110.66705402456654,366.4766549440534,136.60242373886823,491.09950193268054,357.56534381829533,-15.892084943027385,-0.8263073500682907,58.64380953635782,2.6374446974686805,-0.006173556584244511,357.56534381829533,-15.892084943027385,-0.8263073500682907,58.64380953635782,2.6374446974686805,-0.006173556584244511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.01387538587787,68743.2569939618,382128.48716504476,618.1654205510405,2.5044302669804666E7,-0.14596595548799662,-0.18001746439494984,17.0,262.0,1552.6154,-1777.0935
Finger1,90.97109475257743,267.9852353463276,179.1270437672435,328.4813408692558,312.1988284992726,-3.39950144324024,0.03298049098606226,312.1988284992726,-3.39950144324024,0.03298049098606226,312.1988284992726,-3.39950144324024,0.03298049098606226,312.1988284992726,-3.39950144324024,0.03298049098606226,14.0,18.59777008365641,3.209808997428194E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.772812563829795,23473.300667221873,331007.9529936633,575.3329062322642,7749557.631925224,-0.6360710477199447,0.5911585782146704,8.0,94.0,1320.3827,-946.756,133.64279474606442,302.3028856279677,42.83325934325238,330.66318096533195,329.33053504686313,0.0,0.0,154.52348397626702,3.8418196716161077,-0.014652612424812889,307.4405898068876,-55.45060190084405,3.95863757984705,154.52348397626702,3.8418196716161077,-0.014652612424812889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.383512992691001,87436.11483881448,566154.9886819618,752.4327137239328,4.253079036721178E7,0.7085477004607248,0.03614676616751107,15.0,301.0,2122.9248,-1911.7401
Finger1,75.27094292192092,382.17733788817924,143.3199040215305,436.906002418586,161.69423619507438,95.58668011311761,-9.22619141191074,161.69423619507438,95.58668011311761,-9.22619141191074,161.69423619507438,95.58668011311761,-9.22619141191074,161.69423619507438,95.58668011311761,-9.22619141191074,3.0,2.6818032298498182,74069.18197384039,0.0,0.0,1774128.3636888105,1.0,0.835100151266703,3.875865978901932E7,0.0,0.0,0.0,439.698911076923,3560.7617032341004,196075.24680023594,442.80384686702524,1212949.6041006509,-1.7012294489474336,-0.04058886828150979,1.0,13.0,1028.5309,-193.15796,134.27104020037288,354.13120987073586,269.83025728506396,388.04729841198053,411.87949853552686,-0.9912509318028242,-0.0013872764685232686,411.87949853552686,-0.9912509318028242,-0.0013872764685232686,411.87949853552686,-0.9912509318028242,-0.0013872764685232686,411.87949853552686,-0.9912509318028242,-0.0013872764685232686,22.0,33.82641296219544,2.8758486231625584E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.22867671764711,63876.22223765995,484007.42061725125,695.706418410274,2.863827074578541E7,1.5564049571596952,-0.6505839338510985,20.0,238.0,1401.1505,-2585.9802
Finger1,357.7686517994133,952.9069930803838,174.26629771433878,1165.7796944999163,409.16084177468565,-8.147994662835458,0.07020558084485362,409.16084177468565,-8.147994662835458,0.07020558084485362,409.16084177468565,-8.147994662835458,0.07020558084485362,0.0,0.0,0.0,31.0,40.782179692122334,3.5341190553343754E9,0.0,0.0,1.7198065173025E7,0.0,0.0,0.0,24.0,34.292783409928056,1.2380106342764112E10,114.56307596197081,39665.519442958546,512679.55206420197,716.0164467833138,1.8143604279674027E7,1.678256939634709,1.2899135928812564,13.0,137.0,2575.003,-739.5996,659.9140738691484,1147.4681435372981,157.3032716613362,1240.4339192220618,1178.3744925148708,-272.1938594710091,32.47540804282892,154.53486065620018,3.180084792071142,-0.005824013836236985,154.53486065620018,3.180084792071142,-0.005824013836236985,154.53486065620018,3.180084792071142,-0.005824013836236985,25.0,35.279160298231304,1.7573367603678566E10,0.0,0.0,0.0,1.0,0.8416341514840905,4.084700318960313E8,0.0,0.0,0.0,93.34518810210531,73249.34802291551,913092.9892422373,955.5589930727654,4.430527806736046E7,0.2690953897905968,0.5622470665103416,12.0,190.0,2811.5662,-1659.668
Finger1,55.39744644808969,561.2489284667232,145.11421047614218,616.1200385909766,494.6109947459745,-17.832877704120193,0.24850915211211344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Finger1,93.15603384718638,351.14523583840275,138.7404610303632,388.6667042266514,321.09806703251616,-8.970547947060112,0.09266187674549098,321.09806703251616,-8.970547947060112,0.09266187674549098,321.09806703251616,-8.970547947060112,0.09266187674549098,321.09806703251616,-8.970547947060112,0.09266187674549098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.588821858695695,15651.148043262965,167562.27569965067,409.34371339944954,3845197.908289576,0.10602404989069525,0.3256169782392267,6.0,92.0,839.0991,-987.5427,141.47703581233233,422.11895537560275,123.95774541449255,431.8718229292929,178.68044814910036,1.087157941098802,-0.003946580285049961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finger1,61.07220878797602,402.6571009919876,216.27870193142394,448.22991059931593,0.0,0.0,0.0,411.9004532600602,-5.9537894284785295,0.03863279507336548,411.9004532600602,-5.9537894284785295,0.03863279507336548,411.9004532600602,-5.9537894284785295,0.03863279507336548,15.0,20.805545249971964,2.7906716862389855E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.8187277176373,471.1690094421876,75.59023317291533,503.3820648489888,101.03703624355785,-0.1583113251562196,0.015912639785017335,101.03703624355785,-0.1583113251562196,0.015912639785017335,101.03703624355785,-0.1583113251562196,0.015912639785017335,101.03703624355785,-0.1583113251562196,0.015912639785017335,0.0,0.0,0.0,0.0,0.36479122974443284,1.095841618483019E7,1.0,0.8387570307326747,6.720748280439898E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finger1,11.80044770015375,231.82852416916415,224.63661489674433,267.7307318255918,277.39024869700467,-7.237232208251953,-7.237234115600586,0.0,0.0,0.0,0.0,0.0,0.0,277.39024869700467,-7.237232208251953,-7.237234115600586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.936669860176977,13518.71382022772,121480.77006999998,348.5409159194943,3361729.876348947,2.5116706810346594,1.1498072319330421,11.0,113.0,1223.1995,-720.5658,159.79671309139908,422.511278495496,138.67326639908518,469.51771861554005,424.22541928283795,-51.068205172055286,-0.4478418073392163,0.0,0.0,0.0,424.22541928283795,-51.068205172055286,-0.4478418073392163,424.22541928283795,-51.068205172055286,-0.4478418073392163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finger1,105.14028840928025,306.4915107495493,147.20290342604704,376.8216749224276,205.5495077173125,-4.775488398003446,0.042391282402375996,205.5495077173125,-4.775488398003446,0.042391282402375996,205.5495077173125,-4.775488398003446,0.042391282402375996,205.5495077173125,-4.775488398003446,0.042391282402375996,14.0,18.93128700326243,3.8402745436001927E8,0.0,0.33361485004597036,1.3416905142873177E7,0.0,0.0,0.0,0.0,0.0,0.0,54.46678841209678,15686.648482937428,93527.0692259073,305.82195674265654,2978682.3282894394,0.02802073203369071,1.0168063866461314,11.0,124.0,805.66406,-334.04846,167.65472283912692,542.0413571860578,81.88721651471448,486.9427160183952,166.87017509658608,5.794539145681711,0.014533286872602247,166.87017509658608,5.794539145681711,0.014533286872602247,166.87017509658608,5.794539145681711,0.014533286872602247,166.87017509658608,5.794539145681711,0.014533286872602247,0.0,0.0,0.0,1.0,1.791727531870347,5.758165908171039E8,0.0,0.0,0.0,0.0,0.0,0.0,-261.74011724545454,18566.89375652946,534453.2652342147,731.0631061913977,8217209.017537415,-1.3408694138150201,-0.06418352467309016,2.0,55.0,973.5443,-1406.1859
Finger1,169.9066894744904,406.2462186173204,87.82885010687204,412.1744077582516,43.079174265312304,2.788674759103003,0.009689632664986902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.8887945146667,12304.984148891806,147736.88881789893,384.36556663923335,2882732.6770908074,-0.179206192457825,0.2569724036448145,5.0,75.0,983.7158,-669.80896,170.7186761578029,494.526177772972,78.07189002157172,574.6844846528203,0.0,0.0,0.0,494.69137420426614,-64.22719977306747,-0.12781996897336967,0.0,0.0,0.0,0.0,0.0,0.0,14.0,17.902014932432692,8.40584486167393E8,0.0,0.0,1475348.6291044902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finger1,117.09474500204692,296.90032456662146,107.76684194653832,335.50414067900556,304.91123954391867,-77.54141230679556,7.52649524482527,304.91123954391867,-77.54141230679556,7.52649524482527,304.91123954391867,-77.54141230679556,7.52649524482527,122.17662940396735,70.20751580620379,-5.889846149201148,2.0,1.8001756654498662,76363.97509649143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.1424829785715,3275.572755046127,103535.78574907083,321.76977134135956,892082.0261067594,-1.5735723972404156,-0.2494251771360676,1.0,14.0,806.77185,-101.01013,152.79769858845876,328.60867483337194,195.618766876469,369.103908331356,465.6989728845374,-4.380075569418295,0.02113901592175238,0.0,0.0,0.0,465.6989728845374,-4.380075569418295,0.02113901592175238,465.6989728845374,-4.380075569418295,0.02113901592175238,0.0,0.0,0.0,0.0,0.0,1781648.2198732814,1.0,0.8337010279848064,3.2565652821675014E7,23.0,34.51581394909013,1.9139990423379223E10,-31.114849261038938,45600.93661164878,475588.3805329584,689.6291616027837,1.825527193862736E7,0.02172295670748925,0.8064071026831235,9.0,154.0,1898.7488,-1117.3553
Finger1,112.81647691224545,586.1815643011515,151.283183549305,616.5550290532772,451.73731814428265,-12.336967398647346,0.18419637154298307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.02514586666663,18542.810101465646,454994.6874938954,674.5329402585877,7030950.561316874,-1.378637642312206,0.5343839406365246,3.0,60.0,1473.056,-589.04114,168.24126499411796,816.4136338078777,95.76609077201827,913.2640756702484,60.93194655485058,7.95177704018343,-0.034666476993912454,60.93194655485058,7.95177704018343,-0.034666476993912454,60.93194655485058,7.95177704018343,-0.034666476993912454,60.93194655485058,7.95177704018343,-0.034666476993912454,0.0,0.0,0.0,0.0,0.0,1.0303241663875692E7,1.0,0.8314140192235306,2.040891104425861E8,0.0,0.0,0.0,-12.330649555797127,80400.01993697579,930737.5723429228,964.747413752907,4.8056906498153105E7,-0.23787903629916274,0.034344168518542016,11.0,207.0,2196.643,-2073.0742
Finger1,144.8467354559213,268.02834031131556,145.1028717115794,270.0126874480621,73.9589193768793,7.044495312263848,-0.07729498412612834,0.0,0.0,0.0,73.9589193768793,7.044495312263848,-0.07729498412612834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.2311354625926,10129.395744127138,143696.20862794318,379.07282760433145,2186513.7699148557,-0.8755111261638082,0.6588985071304954,3.0,54.0,649.66736,-599.31335,408.6955581708856,714.0980676843983,95.42520080306305,704.6060122962374,0.0,0.0,0.0,94.95014756143848,26.805734724518175,-3.9624121111421005,739.0169161349991,-165.797096402217,18.88007799370382,739.0169161349991,-165.797096402217,18.88007799370382,25.0,34.67276476341634,1.0974978346261345E10,0.0,0.0,0.0,1.0,0.8386932382037479,1.5210379469249862E8,22.0,34.045257803636,1.7230971952198162E10,39.7290578771144,73619.53995243355,783141.5869441818,884.9528727249727,3.9540259705119334E7,-0.0018632582427038358,0.17228111007811966,11.0,201.0,2497.2563,-2249.9175
